facilityType,seNumber,sectionPiId,standardId,statement,intentTooltip,sortOrder,active
HOSPITAL,24,24.9,24.9.1,Standard Medication  use  in  the  organisation  complies  with  applicable  laws  and regulations.,"Medication management is not only the responsibility of the pharmaceutical service but  also  of  managers  and  clinical  care  providers.  Medical,  nursing,  pharmacy  and administrative  personnel  participate  in  a  collaborative  process  to  develop  and monitor policies and procedures. Each organisation has a responsibility to identify those individuals with the requisite knowledge and experience, and who are permitted by law, registration or regulations to  prescribe  or  order  medications.  In  emergency  situations,  the  organisation identifies  any  additional  individuals  permitted  to  prescribe  or  order  medications. Requirements for documentation of medications ordered or prescribed and for using verbal medication orders are defined in policy.",1,TRUE
HOSPITAL,24,24.9,24.9.2,Standard Medications are safely administered.,"Only personnel who are suitably trained and experienced may administer medication to  patients.  The  responsibility  of  these  persons  for  medication  administration  is documented.  The  safe  administration  of  medications  requires  a  strict  and comprehensive protocol. The  patient,  doctor,  nurse,  and  other  care  providers  work  together  to  monitor patients  on  medications.  The  purpose  of  monitoring  is  to  evaluate  the  response  to medication,  adjust  the  dosage  or  type  of  medication  when  needed,  and  to  evaluate the patient for adverse effects. The  organisation  follows  national  requirements  requirements  for  the  reporting  of adverse effects.    Doctors,  nurses,  and  pharmacists  are expected to  report  reactions that  are  suspected  to  be  adverse  drug  events,  irrespective  of  whether  the  event  is well recognised, potentially serious or clinically “insignificant”. 481 There is a reporting process focused on the prevention of medication errors through understanding the types of errors that occur. Improvements in medication processes and  staff  training  are  used  to  prevent  errors  in  the  future.  The  pharmacy participates in such staff training.",2,TRUE
HOSPITAL,24,24.9,24.9.3,"Standard Medications are stored in a safe and clean environment. 483 24.9.3.1  Medication  is  stored  in  a  locked  storage  device  or  cabinet  that  is accessible only to authorised personnel. All  medication  storage  areas  (trolleys,  cupboards,  rooms,  refrigerator  etc.)  are examined for compliance. An  unlocked  refrigerator  will  only  be  accepted  if  it  is  in  a  locked  room  with  access limited to relevant staff members only. An unlocked refrigerator in an unlocked room will be scored NC. Linked criterion:","Patient care units store medications in a clean and safe environment that complies with law, regulation and professional practice standards.",3,TRUE
HOSPITAL,24,24.10,24.10.1,"Standard Each  patient  receives  relevant  education,  which  is  written  in  his  or  her record. 24.10.1.1  Patients and families indicate that they have been informed about their diagnosis. 24.10.1.2  Patients  indicate  that  they  have  been  informed  about  the management of their condition. Linked criteria:","Learning occurs when attention is paid to the methods used to educate patients and families.  The  organisation  selects  appropriate  educational  methods  and  people  to provide the education. Staff collaboration helps to ensure that the information patients and families receive is comprehensive, consistent, and as effective as possible. Education is focused on the specific knowledge and skills that the patient and his or her family will need to make care decisions, participate in care, and continue care at home. Variables like educational literacy, beliefs and limitations are taken into account. Each organisation decides on the placement and format for educational assessment, planning and delivery of information in the patient's record. Education is provided to support care decisions of patients and families. In  addition, when a patient or family directly participates in providing care, for example changing dressings,  feeding  and  administration,  they  need  to  be  educated.  It  is  sometimes important  that  patients  and  families  are  made  aware  of  any  financial  implications associated  with  care  choices,  such  as  choosing  to  remain  an  inpatient  rather  than being an outpatient. Education  in  areas  that  carry  high  risk  to  patients  is  routinely  provided  by  the organisation,  for  instance  instruction  in  the  safe  and  effective  use  of  medications and medical equipment. Community  organisations  that  support  health  promotion  and  disease  prevention education are identified and, when possible, on going relationships are established. Evidence  of  compliance  will  be  obtained  during  the  patient  record  audit  and/or patient interviews.",1,TRUE
HOSPITAL,24,24.11,24.11.1,Standard The organisation designs and carries out processes to provide continuity of patient care services within the organisation and Coordination among health professionals. 24.11.1.1  Established criteria or policies that determine the appropriateness of transfers within the organisation are implemented. Root criterion This refers to transfers between any departments within the health facility as well as admissions from the out patient or emergency units. Please take note that a transfer to theatre is also regarded as an internal transfer. Linked criterion:,"As  patients  move  through  a  health  organisation  from  admission  to  discharge  or transfer,  several  departments  and  services  and  many  different  health  service providersmay  be  involved  in  providing  care.  Without  coordination  and  effective transfer of information and responsibilities, errors of omission and commission may occur, exposing the patient to avoidable risks.",1,TRUE
HOSPITAL,24,24.11,24.11.2,Standard 24.11.2.1  Policies  and  procedures  that  address  the  holding  of  patients  for observation are implemented. Root criterion Linked criterion:,"Where emergency centres have short stay facilities, also known as
admission/overnight or observation facilities, they should be controlled by policies which
address:
The facilities should be adequate for safe medical care and medical records should clearly
state the parameters under observation and actions to be taken should these parameters
change.",2,TRUE
HOSPITAL,24,24.11,24.11.3,"Standard There is a process for admitting patients to in-patient facilities. 24.11.3.1  There  is  a  process,  known  to  personnel,  for  admitting  patients  to the organisation. Root criterion Linked criterion:","The  time  that  patients  spend  waiting  for  transfer  to  in-patient  facilities  should  be minimised.  Not  only  is  this  in  the  interest  of  patients’  comfort  and  definitive management, but long holding times have a significant impact on the functioning of the  emergency  centre,  using  space,  resources  and  nursing  time.  Admission  delays are often the result of system failures and processes should be designed to deal with this.  The emergency centre can become congested when there is a lack of in-patient beds.  Certain  strategies  may  be  implemented  to  manage  inpatient  beds  more efficiently,  such  as  more  frequent  consultant  ward  rounds,  and  a  so  called “escalation policy” to address periods of particular overcrowding can be developed in advance with in-patient personnel.",3,TRUE
HOSPITAL,24,24.11,24.11.4,"Standard There  is  a  process  known  to  staff  to  appropriately  refer  patients  for specialised consultation/investigations at other health facilities. 489 24.11.4.1  Policies  and  procedures  that  guide  the  movement  of  patients  for referral to another organisation are implemented. Root criterion The organisation must clearly describe the referral process, especially where patients are sent to another facility for specialist consultation or special investigations and then return to the original facility. Note  that  this  criterion  does  not  refer  to  the  transfer  of  a  patient  to  another organisation to take over the care of the patient. Compliance  for  this  criterion  and  the  following  will  be  verified  during  the  patient record audit. Linked criterion:","In  some  cases,  medical  practitioners  refer  patients  for  a  secondary  consultation  to confirm  an  opinion,  to  request  more  extensive  diagnostic  evaluations  than  may  be available locally, or  to  have  patients  receive  specialized  treatment  that  the  referring organisation may be unable to provide.   The organisation must clearly describe the referral  process,  especially  where  patients  are  sent  to  another  facility  for  specialist consultation or special investigations and then return to the original facility.",4,TRUE
HOSPITAL,24,24.11,24.11.5,Standard There  is  a  process  to  appropriately  transfer  patients  to  another organisation to meet their continuing needs. 24.11.5.1  There  is  a  documented  process  for  transferring  patients  to  other organisations. Root criterion Linked criteria:,"Transfer  may  be  for  specialised  consultation  at  another  health  facility  and/or treatment,  urgent  services,  or  for  less  intensive  services  such  as  sub-acute  care  or long-term rehabilitation. To ensure continuity of care, adequate information must accompany the patient. Transfer may be an uncomplicated process with the patient alert and talking, or may involve continuous nursing or medical supervision. The process for transferring the patient  must  consider  transportation  needs.  The  qualifications  of  the  individual accompanying the patient must be appropriate. While  emergency  units  are  obliged  to  resuscitate  and  stabilise  all  who  need  it,  the patient  may  require  transfer  to  another  facility,  either  to  address  their  on-going needs  more  appropriately,  or  because  of  patient  or  family  choice.  or  financial 490 concerns. In  a  well  organised  system,  the  capabilities  of  individual  organisations  will  be catalogued  and  coordinated,  so  that  arrangements  will  already  exist  with  units  to which  the  facility  frequently  refers.    When  transfer  criteria  and  processes  are formally agreed in advance, patients are more likely to receive appropriate emergency care when their needs exceed the capabilities of the facility. To ensure continuity of care, adequate information must accompany the patient. Transfer  may  be  a  brief  process  with  the  patient  alert  and  talking,  or  may  involve continuous nursing or medical supervision. The process for transferring the patient must  consider individual transportation  needs.  The  qualifications  of accompanying the patient must be appropriate. the Appropriate information should accompany the patient, including at least: -  The reason for transfer -  Any special conditions related to transfer -  The condition of the patient before transfer -  Any interventions provided by the referring organisation.",5,TRUE
HOSPITAL,24,24.11,24.11.6,Standard There  is  an  organised  process  to  appropriately  discharge  patients  who are being treated and released. 24.11.6.1  There is a documented process to appropriately discharge patients. Root criterion Linked criterion:,"The  organisation  begins  to  plan  for  the  patients’  continuing  needs  as  early  in  the care  process  as  possible.  Instructions  for  discharge  and  follow-up  visits  must  be clear and provided in writing. The  discharge  summary  is  one  of  the  most  important  documents  to  ensure continuity  of  care  and  facilitate  correct  management  at  subsequent  visits. Information  provided  by  the  organisation  may  include  when  to  resume  daily activities,  preventive  practices  relevant  to  the  patient’s  condition  and,  when appropriate, information on coping with disease or disability. The summary contains at least the diagnosis of main and significant illnesses the results of investigations that will influence further management - - -  all procedures performed - -  discharge medications and follow-up arrangements. the patient’s condition at discharge",6,TRUE
HOSPITAL,24,24.12,24.12.1,"Standard A  formalised  proactive  quality  improvement  approach  is  maintained  in the service. 24.12.1.1  There  are  formalised  quality  improvement  processes  for  the service  that  have  been  developed  and  agreed  upon  by  the personnel of the service. The  minimum  requirement  for  considering  compliance  will  be  the  availability  of evidence of: -  at least one clinical audit -  participation in documentation (patient record) audit -  participation in monitoring near misses, sentinel and adverse events. Linked criterion:","This  refers  to  the  implementation  of  organisational  quality  improvement  processes (Service Element 8). It  is  the  responsibility  of  management of  the  organisation  to ensure  that  standards are  set  throughout  the  organisation.  Within  each  department  or  service,  it  is  the responsibility  of  managers  to  ensure  that  standards  are  set  for  the  particular department. organisation’s central/management/coordinating  quality  improvement  structures  or  systems. Departmental managers use available data and information to identify priority areas for quality monitoring and improvement. coordination requires with This the Quality monitoring could include: a)  patient assessment b)  resuscitation interventions c)  procedures carried out d)  the use of antibiotics and other medications and medication errors; e)  the use of sedation/local anaesthesia; f)  the use of blood and blood products; g)  waiting times h) patient and family expectations and satisfaction. The following will be evaluated: -  problems identified in this service for which quality improvement activities - - - - were initiated the processes put in place to resolve the problems the identification of indicators to measure improvement the tool(s) used to evaluate these indicators the  monitoring  of  these  indicators  and  corrective  steps  taken  when  goals were not achieved 493 -  graphed and/or tabled results, as appropriate. A once off project such as acquiring a specific item of equipment, will be scored NC. Quality improvement processes, not related to the clinical quality of patient care, but to the environment within which care is provided, for example monitoring the checking of emergency trolley over time, will be scored PC.",1,TRUE
HOSPITAL,24,24.13,24.13.1,"Standard The  department/service  implements  processes  that  support  patient  and family rights during care. 24.13.1.1  There are processes that support patient and family rights during care. The facility’s policies will be evaluated against national legislation, where applicable. Implementation  the  policies  will  be  evaluated  during  the  patient  record  audits  and patient interviews as well as by observation This applies to all the relevant criteria below. Linked criteria:","This  refers  to  the  implementation  of  organisational  policies  on  patient  and  family rights (Service Element 5). Compliance  will  be  verified  during  observation  of  patient  care  processes,  patient record audits and patient interviews.",1,TRUE
HOSPITAL,24,24.14,24.14.1,"Standard The  department/service  implements  infection  prevention  and  control processes. 24.14.1.1  The department identifies the procedures and processes associated with  the  risk  of  infection,  and  implements  strategies  to  reduce risk. Root criterion The department participates in, and has documented evidence of, the identification of risks in the department.  Such documentation must form part of the organisation-wide infection control processes. Linked criterion:",This refers to the implementation of organisational processes for infection prevention and control (Service Element 9).,1,TRUE
HOSPITAL,24,24.15,24.15.1,"Standard The department/service implements risk management processes. 496 24.15.1.1  The  department  conducts  on-going  monitoring  of  risks  through risk documented  assessments  as  part  of  organisational management processes. The  department  participates  in  and  has  documented  evidence  of  the  identification  of risks in their department. Such documentation must form part of the organisation-wide risk management processes. All relevant aspects and services of the department, e.g. patient,  staff  and  visitor-related  risks,  financial,  and  legal  risks,  physical  facility, security and environmental risks, etc. should be included. Linked criterion:",This  refers  to  the  implementation  of  organisational  risk  management  processes. (Service Element 7).,1,TRUE
HOSPITAL,25,25.1,25.1.1,"Standard The sterilising and disinfecting unit (SDU) is managed to ensure the provision of a
safe and effective service.","Departmental and service managers are primarily responsible for ensuring that
the mission of the organisation is met through the provision of management and leadership
at departmental level. Good departmental or service performances require clear leadership
from a suitably qualified individual.  The responsibilities of each role in the department are
defined in writing. Documents prepared by each department define its goals as well as
identifying current and planned services. Lines of communication within each department
are documented to ensure clear accountability.

Often the person in charge of the operating theatre assumes responsibility for the
SDU/CSSD as well.  Where the unit is physically separated from the theatre suite this may
not be possible and another person assumes this function.

The person in charge of the unit should preferably be a professional nurse who can liaise
with surgeons and other operating theatre personnel regarding their needs.  This person
should have knowledge of infection control processes and sterilising methods.

Policies and procedures are essential in a department to ensure that staff receive guidance
in the functions carried out. Departmental policies may be standardised for similar
departments, or unique to the particular department. They need to be indexed, available,
signed, dated and have the authority of the organisational leaders. A system needs to be in
place to ensure that departmental policies and procedures are known and implemented.
Monitoring provides the information needed to ensure that the policies and procedures are
adequately implemented and followed for all relevant services.

Of particular concern is that the policies or procedures should identify:
•         how planning will occur
•         the documentation required for the care team to work effectively
•         special considerations
•         monitoring requirements,  and
•         special qualifications or skills of staff.

Policies and procedures should cover at least:
a)     processes for cleaning sterilising equipment
b)    ordering of sterile supplies from suppliers
c)     receiving, checking and packing supplies received from the suppliers
d)    storage of sterile supplies
e)     recording of issues of stock and maintaining stock levels
f)     ensuring that supplies are kept sterile
g)    acting on incidents where the sterility of supplies has not been maintained
h)     provision of emergency and after-hours sterile supply/sterilisation services
i)      safe use of SDU equipment, including autoclaves
j)      sterilisation of liquids
k)     use of ethylene oxide.",1,TRUE
HOSPITAL,25,25.2,25.2.1,"The unit is designed to allow for effective sterilising and disinfecting of equipment
and supplies.","Departmental managers need to work closely with organisational managers to
ensure that facilities and equipment are adequate. Departmental managers keep
organisational managers informed of facilities which are inadequate, additional equipment
requirements and the current state of facilities and equipment.

Even in a small one-room unit, the separation of activity sites and the flow of work can be
achieved by careful planning.  There should be a dedicated area for the cleaning of
equipment and instruments.",1,TRUE
HOSPITAL,25,25.2,25.2.2,Standard Sterilising equipment is suited to its use.,"There are many methods of sterilising equipment.  Whatever methods are
used, staff members need to ensure that the equipment used is effective.  Systems must
therefore be in place which will ensure that sterility is obtained through the sterilisation
processes.

The number of autoclaves required will depend upon the size of the hospital and the
services provided.  It will also depend upon how much is processed on site and how much is
acquired pre-packed and sterilised. It will also depend on whether the needs of both the
operating theatre suite and other departments/services are catered for.",2,TRUE
HOSPITAL,25,25.2,25.2.3,The sterility of equipment and supplies is maintained.,"Once sterility has been obtained, it is possible that this sterility may be lost in
the storage, issue or distribution of sterile supplies. Systems need to be in place to ensure
that packages reach the user sterile and intact.",3,TRUE
HOSPITAL,25,25.3,25.3.1,Standard A formalised proactive quality improvement approach is maintained in the service.,"This refers to the implementation of organisational quality improvement
processes (Service Element 8).

It is the responsibility of the management of the organisation to ensure that standards are
set throughout the organisation.  Within each department or service, it is the responsibility of
the managers to ensure that standards are set for that particular department. This requires
coordination with the organisation's central/management/coordinating quality improvement
structures or systems.  Departmental managers use available data and information to
identify priority areas for quality monitoring and improvement.

Quality monitoring could include:
a)     availability of required items for the departments/services
b)    loss of instruments
c)     loss of sterility of packs
d)    handling complaints related to the service.",1,TRUE
HOSPITAL,25,25.4,25.4.1,The department/service implements infection prevention and control processes.,This refers to the implementation of organisational processes for infection prevention and control (Service Element 9).,1,TRUE
HOSPITAL,25,25.5,25.5.1,"Standard The department/service implements risk management processes.The department conducts on-going monitoring of risks through documented assessments as part of the organisational risk management processes. The department participates in and has documented evidence of the identification of risks in their department. Such documentation must form part of the organisation-wide risk management processes. All relevant aspects and services of the department, e.g. patient and staff related risks, financial and legal risks, physical facility, security and environmental risks, etc. should be included. Linked criterion:",This refers to the implementation of organisational risk management processes (Service Element 7).,1,TRUE
HOSPITAL,26,26.1,26.1.1,Standard The food service is managed to ensure the provision of a safe and effective service.,"Departmental and service managers are primarily responsible for ensuring that
the mission of the organisation is met through the provision of management and leadership
at departmental level. Good departmental or service performances require clear leadership
from a suitably qualified individual. The responsibilities of each staff member in the
department are defined in writing; each one signs their own document to show that they are
in agreement with their job description/performance agreement. Documents prepared by
each department define its goals, as well as identifying current and planned services. Lines
of communication within each department are documented to ensure clear accountability.

Departmental policies and procedures are essential. They give the personnel the guidance
they require to carry out the functions of the department and it is important that there is a
system for making sure that departmental policies and procedures are known, understood
and implemented. Policies may be standardised for similar departments or be unique to the
particular department.  They need to be available, indexed, signed and dated; they also
need the authority of the organisational leaders.",1,TRUE
HOSPITAL,26,26.2,26.2.1,"Standard The department is designed to allow for hygienic food management.The food service area meets health and safety regulations. Root Criterion National regulations/requirements regarding the general hygiene of food premises will apply. Linked criteria: 1.2.1.4, 1.2.2.3","Departmental managers need to work closely with organisational managers to ensure that facilities and equipment are adequate. Departmental managers keep organisational managers informed of inadequate facilities, additional equipment requirements and the current state of facilities and equipment. National requirements will apply.",1,TRUE
HOSPITAL,26,26.2,26.2.2,"Standard The department is designed to provide facilities for food handlers.
Criterion Comments
Recommendations",,2,TRUE
HOSPITAL,26,26.3,26.3.1,Standard Policies and procedures guide the management of the service.,"As indicated in 26.1.1, departmental policies and procedures are essential.
They give the personnel the guidance they require to carry out the functions of the
department and it is important that there is a system for making sure that departmental
policies and procedures are known, understood and implemented. Policies may be
standardised for similar departments or be unique to the particular department.  They need
to be available, indexed, signed and dated; they also need the authority of the organisational
leaders.

It is particularly important that the policies or procedures indicate:
•                how planning will occur
•                the documentation required
•                special considerations
•                monitoring requirements,  and
•                special qualifications or staff skills.

Policies and procedures should address at least:
a)         wearing jewellery on wrists and hands
b)         wearing nail polish while preparing food
c)         hand-washing procedures
d)         food preparation procedures and routines
e)         cleaning food preparation areas and equipment
f)           disposing of kitchen waste
g)         safe work procedures,  and
h)         provision of protective clothing for non-kitchen staff and visitors.",1,TRUE
HOSPITAL,26,26.4,26.4.1,Standard Menus are planned and meals are prepared to meet client needs.,"Menus may be planned by an outsourced organisation, a dietician employed
by the organisation or other individuals with acceptable food management qualifications and
suitable experience.",1,TRUE
HOSPITAL,26,26.5,26.5.1,Standard Food handlers maintain a hygienic food preparation environment.,"Foods are stored and prepared in accordance with written protocols which
have been devised by suitably qualified and experienced personnel who also control the
receipt, storage and preparation of foods.  High-risk foods which may be contaminated and
which may contaminate other foods are kept separately.  This includes such foods as meat,
poultry and fish.

This also applies to the following standard and criteria.",1,TRUE
HOSPITAL,26,26.5,26.5.2,"Standard Food products and meals are hygienically stored, prepared and served.
Criterion Comments
Recommendations",,2,TRUE
HOSPITAL,26,26.5,26.5.3,"Standard Food is stored under conditions which ensure security, hygiene and freshness.","The food service manager has a system for ensuring that foods are stored
under conditions that ensure security, hygiene and freshness.  This requires the
documentation of standards and monitoring the conditions under which foods are stored.",3,TRUE
HOSPITAL,26,26.6,26.6.1,"Standard A formalised proactive quality improvement approach is maintained in  the food
service.","This refers to the implementation of organisational quality improvement
processes (Service Element 8).

It is the responsibility of management of the organisation to ensure that standards are set
throughout the organisation. Within each department or service, it is the responsibility of
managers to ensure that standards are set for the particular department. This requires
coordination with the organisation's central/management/coordinating quality management
structures or systems.  Departmental managers use available data and information to
identify priority areas for quality monitoring and improvement.

Quality monitoring could include:
a)         patient satisfaction
b)         complaints about meals   c)         stock control   d)         monitoring hygiene measures.
The following will be evaluated:
•                problems identified in this service for which quality improvement activities were
initiated;
•                the processes put in place to resolve the problems
•                identification of indicators to measure improvement
•                the tool(s) used to evaluate these indicators
•                the monitoring of these indicators and corrective steps taken when goals were not
achieved
•                graphed and/or tabled results, as appropriate.",1,TRUE
HOSPITAL,26,26.7,26.7.1,"Standard The department/service implements processes that support patient and family rights
during care.","This refers to the implementation of organisational policies on patient and
family rights. (Service Element 5).

Compliance will be verified during observation of patient care processes, patient record
audits and patient interviews.",1,TRUE
HOSPITAL,26,26.8,26.8.1,Standard The department/service implements infection prevention and control processes.,"This refers to the implementation of organisational processes for infection
prevention and control (Service Element 9).",1,TRUE
HOSPITAL,26,26.9,26.9.1,Standard The department/service implements risk management processes.,"This refers to the implementation of organisational risk management
processes (Service Element 7).",1,TRUE
HOSPITAL,27,27.1,27.1.1,"Standard The laundry service is managed to ensure the provision of a safe and effective
service.","Departmental and service managers are primarily responsible for ensuring that
the mission of the organisation is met through the provision of management and leadership
at departmental level. Good departmental or service performances require clear leadership
from a suitably qualified individual. The responsibilities of each staff member in the
department are defined in writing; each one signs their own document to show that they are
in agreement with their job description/performance agreement. Documents prepared by
each department define its goals and identify both current and planned services.  Lines of
communication within each department are documented to ensure clear accountability.

Departmental policies and procedures are essential. They give the personnel the guidance
they need to carry out the functions of the department and it is important that there is a
system for making sure that departmental policies and procedures are known, understood
and implemented. Policies may be standardised for similar departments or be unique to the
particular department.  They need to be available, indexed, signed and dated; they also
need the authority of the organisational leaders.",1,TRUE
HOSPITAL,27,27.2,27.2.1,"Standard Where there is a laundry on site, the department is designed to allow for safe and
effective processing of laundry.","Departmental managers need to work closely with organisational managers to
ensure that facilities and equipment are adequate. Departmental managers keep
organisational managers informed of inadequate facilities, additional equipment
requirements and the current state of facilities and equipment.

National requirements will apply. The laundry must comply with the National Building
Regulations and Building Standards Act and the Occupational Health and Safety Act.  In
addition, the laundry must comply with the following requirements not covered in the criteria
below:
•                the roof and ceiling should be designed to minimide dust-collecting surfaces
•                the floor should be well graded (slope) to allow for surface drainage in the washing
area; outlets to drains must be clean and covered
•                there should be access to conveniently sited ablution facilities, which may be shared
with personnel from other departments
•                there should be access to a staff tearoom and locker facilities for all on-duty
personnel, and
•                there should be a separate strategically placed supervisory office, a washing
material's store which is dry, a cleaner's area or room and a clean linen store or area.",1,TRUE
HOSPITAL,27,27.2,27.2.2,"Standard Where there is no on-site laundry, the linen-bank facilities allow for efficient handling of linen.The arrangement between the organisation and the off-site laundry clearly states the responsibility for sorting, counting, collection and delivery of linen. Linked criterion:",,2,TRUE
HOSPITAL,27,27.2,27.2.3,"Standard Linen stock control mechanisms are implemented.
Criterion Comments
Recommendations",,3,TRUE
HOSPITAL,27,27.3,27.3.1,Standard Policies and procedures guide the management of the service.,"As indicated in 27.1.1, departmental policies and procedures are essential.
They give the personnel the guidance they require to carry out the functions of the
department and it is important that there is a system for making sure that departmental
policies and procedures are known, understood and implemented. Policies may be
standardised for similar departments or be unique to the particular department.  They need
to be available, indexed, signed and dated; they also need the authority of the organisational
leaders. Monitoring provides the information needed to ensure that the policies and
procedures are adequately implemented and followed for all relevant services.

It is particularly important that the policies or procedures indicate:
•                                 how planning will occur
•                                 the documentation required
•                                 special considerations
•                                 monitoring requirements,  and
•                                 special qualifications or staff skills.

Policies and procedures should address, at least:
a)                      separating the personnel who work in the clean and the  soiled areas
b)                      marking linen to identify ownership   c)                      washing patients' private clothing
d)                     the delivery of clean linen
e)                     how to obtain clean linen in an emergency
f)                      handling infected linen
g)                     wearing protective clothing
h)                     searching used linen for sharps
i)                       sorting linen, and
j)                       handling of linen brought by patients.",1,TRUE
HOSPITAL,27,27.4,27.4.1,"Standard A formalised proactive quality improvement approach is maintained in the laundry
service.","This refers to the implementation of organisational quality improvement
processes (Service Element 8).

It is the responsibility of the management of the organisation to ensure that standards are
set throughout the organisation. Within each department or service, it is the responsibility of
the managers to ensure that standards are set for that particular department. This requires
coordination with the organisation's central/management/coordinating quality management
structures or systems.  Departmental managers use available data and information to
identify priority areas for quality monitoring and improvement.

Quality monitoring could include:
•                                 the availability of clean linen when it is needed
•                                 the amount of stained linen
•                                 the number of items that need to be repaired
•                                 complaints about linen,  and
•                                 the number of instruments found in operating theatre linen.

As part of the laundry quality improvement processes the following will be evaluated:
•                                 problems identified in this service for which quality   improvement activities
were initiated
•                                 the processes put in place to resolve the problems
•                                 the identification of indicators to measure improvement
•                                 the tool(s) used to monitor these indicators
•                       the monitoring of these indicators and corrective steps     taken when
standards/goals are not achieved,  and
•                                 analysed (graphed and/or tabled) results, as appropriate.",1,TRUE
HOSPITAL,27,27.5,27.5.1,"Standard The department/service implements processes that support patient and family rights
during care.","This refers to the implementation of organisational policies on patient and
family rights (Service Element 5).

Compliance will be verified during the observation of patient care processes and patient
interviews.",1,TRUE
HOSPITAL,27,27.6,27.6.1,Standard The department/service implements infection prevention and control processes.,"This refers to the implementation of organisational processes for infection
prevention and control (Service Element 9).",1,TRUE
HOSPITAL,27,27.7,27.7.1,Standard The department/service implements risk management processes.,"This refers to the implementation of organisational risk management
processes (Service Element 7).",1,TRUE
HOSPITAL,28,28.1,28.1.1,"Standard The housekeeping service is managed to ensure the provision of a safe and
effective service.","Departmental and service managers are primarily responsible for ensuring that
the mission of the organisation is met through the provision of management and leadership
at departmental level. Good departmental or service performances require clear leadership
from a suitably qualified individual. The responsibilities of each staff member in the
department are defined in writing; each one signs their own document to show that they are
in agreement with their job description/performance agreement. Documents prepared by
each department define its goals and identify both current and planned services. Lines of
communication within each department are documented to ensure clear accountability.

Departmental policies and procedures are essential. They give the personnel the guidance
they require to carry out the functions of the department and it is important that there is a
system for making sure that departmental policies and procedures are known, understood
and implemented. Policies may be standardised for similar departments or be unique to the
particular department. They need to be available, indexed, signed and dated; they also need
the authority of the organisational leaders.",1,TRUE
HOSPITAL,28,28.2,28.2.1,"Standard Facilities and equipment are adequate to provide a safe and effective cleaning
service.","Departmental managers need to work closely with organisational managers to
ensure that facilities and equipment are adequate. Departmental managers keep
organisational managers informed of inadequate facilities, additional equipment
requirements and the current state of facilities and equipment.",1,TRUE
HOSPITAL,28,28.3,28.3.1,Standard Policies and procedures guide the management of the department.,"As indicated in 28.1.1, departmental policies and procedures are essential.
They give the personnel the guidance they require to carry out the functions of the
department and it is important that there is a system for making sure that departmental
policies and procedures are known, understood and implemented. Policies may be
standardised for similar departments or be unique to the particular department.  They need
to be available, indexed, signed and dated; they also need the authority of the organisational
leaders.

It is particularly important that the policies or procedures indicate:
•                          how planning will occur
•                          the documentation required
•                          special considerations
•                          monitoring requirements
•                          special qualifications or staff skills.

Policies and procedures should address, at least:
a)      the supervision of cleaning personnel
b)      the mixing/dilution and use of chemicals for cleaning
c)      the safe storage of cleaning materials
d)      hygienic storage of mops and brooms
e)      appropriate cleaning methods and materials for various surfaces
f)       handling of used and infected linen
g)      cleaning at times that is least disturbing to the patient care services.",1,TRUE
HOSPITAL,28,28.4,28.4.1,"Standard The housekeeping personnel work with the infection control committee to ensure
safe waste disposal.","Housekeepers play an important role in the removal of clinical waste from
departments. Protocols need to be developed to guide housekeepers in ensuring their own
safety, the safety of others and the safety of the environment when implementing the waste
removal systems.",1,TRUE
HOSPITAL,28,28.5,28.5.1,"Standard A formalised proactive quality improvement approach is maintained in the
housekeeping service.","This refers to the implementation of organisational quality improvement
processes (Service Element 8).

It is the responsibility of management of the organisation to ensure that standards are set
throughout the organisation. Within each department or service, it is the responsibility of
managers to ensure that standards are set for the particular department. This requires
coordination with the organisation's central/management/coordinating quality management
structures or systems.   Departmental managers use available data and information to
identify priority areas for quality monitoring and improvement.

Quality monitoring could include:
a)         the use of cleaning chemicals
b)         the cleanliness of cleaning equipment
c)         infection control measures
d)         waste management
e)         the cleanliness of ablution facilities
f)          complaints about cleanliness.

The following will be evaluated:
•                problems identified in this service for which quality improvement activities were
initiated
•                the processes put in place to resolve the problems
•                the identification of indicators to measure improvement
•                the tool(s) used to evaluate these indicators
•                the monitoring of these indicators and corrective steps taken when goals were not
achieved
•                graphed and/or tabled results, as appropriate",1,TRUE
HOSPITAL,28,28.6,28.6.1,"Standard The department/service implements processes that support patient and family rights
during care.","This refers to the implementation of organisational policies on patient and
family rights (Service Element 5).
Compliance will be verified during the observation of patient care processes and patient
interviews.",1,TRUE
